Customer ID,Customer Name,Email,Plan Name,Monthly Fee,Order Date,Status,Churn Date,Last Login Date,Total Logins,Support Tickets,Country,Sales Amount,Product Name
SUB-3337,Subscriber 3337,subscriber_3337@gmail.com,Basic,29.0,2026-06-15,Active,,2026-05-15,408,4,United Kingdom,29.0,SaaS Basic Subscription
SUB-3338,Subscriber 3338,subscriber_3338@gmail.com,Professional,79.0,2025-12-16,Active,,2026-06-23,293,14,Canada,79.0,SaaS Professional Subscription
SUB-3339,Subscriber 3339,subscriber_3339@gmail.com,Professional,79.0,2025-12-21,Active,,2026-06-12,182,8,Canada,79.0,SaaS Professional Subscription
SUB-3340,Subscriber 3340,subscriber_3340@gmail.com,Professional,79.0,2025-10-22,Churned,2026-02-23,2026-06-03,162,11,Australia,79.0,SaaS Professional Subscription
SUB-3341,Subscriber 3341,subscriber_3341@gmail.com,Professional,79.0,2025-10-31,Active,,2026-06-08,290,9,Canada,79.0,SaaS Professional Subscription
SUB-3342,Subscriber 3342,subscriber_3342@gmail.com,Basic,29.0,2025-08-24,Active,,2026-06-04,321,12,Australia,29.0,SaaS Basic Subscription
SUB-3343,Subscriber 3343,subscriber_3343@gmail.com,Basic,29.0,2026-05-18,Active,,2026-05-24,257,14,United States,29.0,SaaS Basic Subscription
SUB-3344,Subscriber 3344,subscriber_3344@gmail.com,Enterprise,249.0,2026-06-06,Active,,2026-06-03,269,2,Australia,249.0,SaaS Enterprise Subscription
SUB-3345,Subscriber 3345,subscriber_3345@gmail.com,Professional,79.0,2026-04-30,Churned,2026-09-03,2026-05-28,462,1,Canada,79.0,SaaS Professional Subscription
SUB-3346,Subscriber 3346,subscriber_3346@gmail.com,Basic,29.0,2026-02-22,Active,,2026-05-30,368,5,Australia,29.0,SaaS Basic Subscription
SUB-3347,Subscriber 3347,subscriber_3347@gmail.com,Enterprise,249.0,2026-06-09,Active,,2026-06-08,123,11,Australia,249.0,SaaS Enterprise Subscription
SUB-3348,Subscriber 3348,subscriber_3348@gmail.com,Enterprise,249.0,2026-05-09,Active,,2026-06-20,294,7,United States,249.0,SaaS Enterprise Subscription
SUB-3349,Subscriber 3349,subscriber_3349@gmail.com,Enterprise,249.0,2026-06-16,Active,,2026-05-25,135,2,United States,249.0,SaaS Enterprise Subscription
SUB-3350,Subscriber 3350,subscriber_3350@gmail.com,Professional,79.0,2026-03-10,Churned,2026-06-12,2026-05-23,364,5,United Kingdom,79.0,SaaS Professional Subscription
SUB-3351,Subscriber 3351,subscriber_3351@gmail.com,Professional,79.0,2025-09-16,Active,,2026-06-02,298,10,Canada,79.0,SaaS Professional Subscription
SUB-3352,Subscriber 3352,subscriber_3352@gmail.com,Basic,29.0,2026-02-28,Active,,2026-05-26,193,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3353,Subscriber 3353,subscriber_3353@gmail.com,Basic,29.0,2026-03-22,Churned,2026-06-05,2026-06-24,481,8,United States,29.0,SaaS Basic Subscription
SUB-3354,Subscriber 3354,subscriber_3354@gmail.com,Enterprise,249.0,2025-07-22,Active,,2026-06-02,397,2,Australia,249.0,SaaS Enterprise Subscription
SUB-3355,Subscriber 3355,subscriber_3355@gmail.com,Enterprise,249.0,2026-06-01,Active,,2026-05-21,375,12,Canada,249.0,SaaS Enterprise Subscription
SUB-3356,Subscriber 3356,subscriber_3356@gmail.com,Professional,79.0,2026-04-06,Churned,2026-07-04,2026-05-20,88,2,United Kingdom,79.0,SaaS Professional Subscription
SUB-3357,Subscriber 3357,subscriber_3357@gmail.com,Basic,29.0,2026-06-08,Active,,2026-05-26,301,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3358,Subscriber 3358,subscriber_3358@gmail.com,Professional,79.0,2025-09-03,Active,,2026-05-30,64,13,Australia,79.0,SaaS Professional Subscription
SUB-3359,Subscriber 3359,subscriber_3359@gmail.com,Basic,29.0,2026-02-04,Active,,2026-05-25,402,12,United States,29.0,SaaS Basic Subscription
SUB-3360,Subscriber 3360,subscriber_3360@gmail.com,Professional,79.0,2025-08-17,Active,,2026-06-15,110,12,United Kingdom,79.0,SaaS Professional Subscription
SUB-3361,Subscriber 3361,subscriber_3361@gmail.com,Basic,29.0,2025-11-30,Active,,2026-06-25,245,3,United Kingdom,29.0,SaaS Basic Subscription
SUB-3362,Subscriber 3362,subscriber_3362@gmail.com,Professional,79.0,2026-02-12,Active,,2026-06-18,371,9,United Kingdom,79.0,SaaS Professional Subscription
SUB-3363,Subscriber 3363,subscriber_3363@gmail.com,Professional,79.0,2025-08-12,Active,,2026-05-19,22,12,Canada,79.0,SaaS Professional Subscription
SUB-3364,Subscriber 3364,subscriber_3364@gmail.com,Basic,29.0,2026-05-27,Active,,2026-06-01,380,11,Canada,29.0,SaaS Basic Subscription
SUB-3365,Subscriber 3365,subscriber_3365@gmail.com,Basic,29.0,2025-12-28,Churned,2026-06-06,2026-05-23,216,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3366,Subscriber 3366,subscriber_3366@gmail.com,Enterprise,249.0,2025-11-28,Active,,2026-06-11,46,7,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3367,Subscriber 3367,subscriber_3367@gmail.com,Basic,29.0,2026-03-11,Active,,2026-05-20,403,10,United Kingdom,29.0,SaaS Basic Subscription
SUB-3368,Subscriber 3368,subscriber_3368@gmail.com,Basic,29.0,2025-08-22,Churned,2026-04-05,2026-05-24,218,9,Canada,29.0,SaaS Basic Subscription
SUB-3369,Subscriber 3369,subscriber_3369@gmail.com,Basic,29.0,2026-05-17,Active,,2026-06-01,279,9,United States,29.0,SaaS Basic Subscription
SUB-3370,Subscriber 3370,subscriber_3370@gmail.com,Enterprise,249.0,2026-04-12,Churned,2026-11-28,2026-05-27,94,5,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3371,Subscriber 3371,subscriber_3371@gmail.com,Professional,79.0,2025-07-13,Active,,2026-06-25,23,1,United States,79.0,SaaS Professional Subscription
SUB-3372,Subscriber 3372,subscriber_3372@gmail.com,Basic,29.0,2025-12-09,Active,,2026-06-15,411,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3373,Subscriber 3373,subscriber_3373@gmail.com,Professional,79.0,2025-08-01,Churned,2025-12-04,2026-05-28,117,9,Canada,79.0,SaaS Professional Subscription
SUB-3374,Subscriber 3374,subscriber_3374@gmail.com,Basic,29.0,2025-11-10,Active,,2026-06-18,353,12,Canada,29.0,SaaS Basic Subscription
SUB-3375,Subscriber 3375,subscriber_3375@gmail.com,Professional,79.0,2026-01-19,Active,,2026-06-02,226,1,Canada,79.0,SaaS Professional Subscription
SUB-3376,Subscriber 3376,subscriber_3376@gmail.com,Professional,79.0,2025-08-31,Active,,2026-05-26,212,14,Australia,79.0,SaaS Professional Subscription
SUB-3377,Subscriber 3377,subscriber_3377@gmail.com,Professional,79.0,2026-06-13,Churned,2026-11-17,2026-05-29,221,7,United States,79.0,SaaS Professional Subscription
SUB-3378,Subscriber 3378,subscriber_3378@gmail.com,Professional,79.0,2025-10-05,Active,,2026-06-14,171,10,United Kingdom,79.0,SaaS Professional Subscription
SUB-3379,Subscriber 3379,subscriber_3379@gmail.com,Enterprise,249.0,2025-08-12,Active,,2026-06-10,102,1,United States,249.0,SaaS Enterprise Subscription
SUB-3380,Subscriber 3380,subscriber_3380@gmail.com,Basic,29.0,2025-06-30,Active,,2026-06-01,328,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3381,Subscriber 3381,subscriber_3381@gmail.com,Basic,29.0,2026-03-14,Active,,2026-06-02,300,14,Canada,29.0,SaaS Basic Subscription
SUB-3382,Subscriber 3382,subscriber_3382@gmail.com,Basic,29.0,2025-09-09,Active,,2026-06-14,485,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3383,Subscriber 3383,subscriber_3383@gmail.com,Basic,29.0,2025-07-25,Churned,2026-01-06,2026-06-06,379,13,Canada,29.0,SaaS Basic Subscription
SUB-3384,Subscriber 3384,subscriber_3384@gmail.com,Basic,29.0,2025-08-27,Active,,2026-06-21,121,6,Australia,29.0,SaaS Basic Subscription
SUB-3385,Subscriber 3385,subscriber_3385@gmail.com,Basic,29.0,2025-09-14,Active,,2026-06-22,482,3,Canada,29.0,SaaS Basic Subscription
SUB-3386,Subscriber 3386,subscriber_3386@gmail.com,Basic,29.0,2025-10-24,Active,,2026-06-20,440,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3387,Subscriber 3387,subscriber_3387@gmail.com,Basic,29.0,2025-08-09,Active,,2026-05-27,330,4,United States,29.0,SaaS Basic Subscription
SUB-3388,Subscriber 3388,subscriber_3388@gmail.com,Basic,29.0,2025-06-29,Active,,2026-06-07,353,1,Canada,29.0,SaaS Basic Subscription
SUB-3389,Subscriber 3389,subscriber_3389@gmail.com,Basic,29.0,2026-02-06,Active,,2026-05-21,139,8,Canada,29.0,SaaS Basic Subscription
SUB-3390,Subscriber 3390,subscriber_3390@gmail.com,Basic,29.0,2025-10-30,Active,,2026-05-26,463,10,Canada,29.0,SaaS Basic Subscription
SUB-3391,Subscriber 3391,subscriber_3391@gmail.com,Basic,29.0,2026-06-04,Churned,2026-08-28,2026-06-01,477,2,Australia,29.0,SaaS Basic Subscription
SUB-3392,Subscriber 3392,subscriber_3392@gmail.com,Professional,79.0,2026-03-14,Churned,2026-10-30,2026-05-21,203,9,United Kingdom,79.0,SaaS Professional Subscription
SUB-3393,Subscriber 3393,subscriber_3393@gmail.com,Professional,79.0,2026-05-30,Active,,2026-06-04,131,5,United States,79.0,SaaS Professional Subscription
SUB-3394,Subscriber 3394,subscriber_3394@gmail.com,Basic,29.0,2025-11-24,Active,,2026-05-12,329,5,Canada,29.0,SaaS Basic Subscription
SUB-3395,Subscriber 3395,subscriber_3395@gmail.com,Basic,29.0,2025-08-15,Active,,2026-06-22,470,9,Australia,29.0,SaaS Basic Subscription
SUB-3396,Subscriber 3396,subscriber_3396@gmail.com,Professional,79.0,2025-11-26,Active,,2026-05-21,178,1,Australia,79.0,SaaS Professional Subscription
SUB-3397,Subscriber 3397,subscriber_3397@gmail.com,Basic,29.0,2026-01-09,Active,,2026-05-28,202,11,Canada,29.0,SaaS Basic Subscription
SUB-3398,Subscriber 3398,subscriber_3398@gmail.com,Professional,79.0,2025-10-28,Active,,2026-06-13,55,2,Canada,79.0,SaaS Professional Subscription
SUB-3399,Subscriber 3399,subscriber_3399@gmail.com,Basic,29.0,2026-05-19,Active,,2026-06-08,420,8,Canada,29.0,SaaS Basic Subscription
SUB-3400,Subscriber 3400,subscriber_3400@gmail.com,Enterprise,249.0,2026-06-04,Active,,2026-05-28,397,5,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3401,Subscriber 3401,subscriber_3401@gmail.com,Professional,79.0,2026-03-21,Active,,2026-05-13,326,8,Canada,79.0,SaaS Professional Subscription
SUB-3402,Subscriber 3402,subscriber_3402@gmail.com,Basic,29.0,2025-12-10,Active,,2026-06-06,217,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3403,Subscriber 3403,subscriber_3403@gmail.com,Enterprise,249.0,2025-10-05,Active,,2026-06-05,107,4,Canada,249.0,SaaS Enterprise Subscription
SUB-3404,Subscriber 3404,subscriber_3404@gmail.com,Professional,79.0,2025-07-14,Active,,2026-06-06,159,0,United States,79.0,SaaS Professional Subscription
SUB-3405,Subscriber 3405,subscriber_3405@gmail.com,Enterprise,249.0,2026-01-18,Active,,2026-06-09,256,5,Australia,249.0,SaaS Enterprise Subscription
SUB-3406,Subscriber 3406,subscriber_3406@gmail.com,Basic,29.0,2025-11-23,Churned,2026-02-15,2026-06-22,274,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3407,Subscriber 3407,subscriber_3407@gmail.com,Professional,79.0,2026-02-20,Active,,2026-06-04,280,4,Australia,79.0,SaaS Professional Subscription
SUB-3408,Subscriber 3408,subscriber_3408@gmail.com,Basic,29.0,2025-12-16,Active,,2026-05-20,102,12,United Kingdom,29.0,SaaS Basic Subscription
SUB-3409,Subscriber 3409,subscriber_3409@gmail.com,Enterprise,249.0,2025-09-22,Churned,2026-01-28,2026-06-23,144,11,United States,249.0,SaaS Enterprise Subscription
SUB-3410,Subscriber 3410,subscriber_3410@gmail.com,Enterprise,249.0,2026-03-07,Active,,2026-05-20,139,0,Australia,249.0,SaaS Enterprise Subscription
SUB-3411,Subscriber 3411,subscriber_3411@gmail.com,Basic,29.0,2026-02-24,Active,,2026-05-22,86,12,Canada,29.0,SaaS Basic Subscription
SUB-3412,Subscriber 3412,subscriber_3412@gmail.com,Basic,29.0,2026-01-23,Churned,2026-09-28,2026-06-25,350,6,United Kingdom,29.0,SaaS Basic Subscription
SUB-3413,Subscriber 3413,subscriber_3413@gmail.com,Basic,29.0,2025-10-23,Churned,2025-11-24,2026-06-16,475,13,Australia,29.0,SaaS Basic Subscription
SUB-3414,Subscriber 3414,subscriber_3414@gmail.com,Basic,29.0,2025-07-27,Churned,2025-08-31,2026-05-15,345,8,Australia,29.0,SaaS Basic Subscription
SUB-3415,Subscriber 3415,subscriber_3415@gmail.com,Professional,79.0,2026-01-01,Active,,2026-06-23,27,0,Canada,79.0,SaaS Professional Subscription
SUB-3416,Subscriber 3416,subscriber_3416@gmail.com,Basic,29.0,2025-12-05,Active,,2026-06-09,13,4,Canada,29.0,SaaS Basic Subscription
SUB-3417,Subscriber 3417,subscriber_3417@gmail.com,Basic,29.0,2026-02-17,Active,,2026-06-13,70,2,Australia,29.0,SaaS Basic Subscription
SUB-3418,Subscriber 3418,subscriber_3418@gmail.com,Professional,79.0,2026-01-31,Active,,2026-05-16,55,3,United Kingdom,79.0,SaaS Professional Subscription
SUB-3419,Subscriber 3419,subscriber_3419@gmail.com,Basic,29.0,2026-04-27,Active,,2026-05-15,163,3,Australia,29.0,SaaS Basic Subscription
SUB-3420,Subscriber 3420,subscriber_3420@gmail.com,Basic,29.0,2026-05-16,Active,,2026-06-04,78,9,Australia,29.0,SaaS Basic Subscription
SUB-3421,Subscriber 3421,subscriber_3421@gmail.com,Professional,79.0,2025-10-10,Active,,2026-05-31,379,9,Canada,79.0,SaaS Professional Subscription
SUB-3422,Subscriber 3422,subscriber_3422@gmail.com,Basic,29.0,2025-10-14,Active,,2026-06-11,359,3,United Kingdom,29.0,SaaS Basic Subscription
SUB-3423,Subscriber 3423,subscriber_3423@gmail.com,Basic,29.0,2025-11-18,Churned,2026-06-09,2026-06-09,53,11,Canada,29.0,SaaS Basic Subscription
SUB-3424,Subscriber 3424,subscriber_3424@gmail.com,Basic,29.0,2026-02-23,Active,,2026-05-17,221,8,Australia,29.0,SaaS Basic Subscription
SUB-3425,Subscriber 3425,subscriber_3425@gmail.com,Basic,29.0,2026-02-24,Churned,2026-08-11,2026-05-14,473,7,Canada,29.0,SaaS Basic Subscription
SUB-3426,Subscriber 3426,subscriber_3426@gmail.com,Basic,29.0,2025-10-08,Active,,2026-06-07,124,0,United States,29.0,SaaS Basic Subscription
SUB-3427,Subscriber 3427,subscriber_3427@gmail.com,Professional,79.0,2025-09-24,Active,,2026-06-23,211,3,United States,79.0,SaaS Professional Subscription
SUB-3428,Subscriber 3428,subscriber_3428@gmail.com,Enterprise,249.0,2026-06-01,Active,,2026-06-18,223,12,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3429,Subscriber 3429,subscriber_3429@gmail.com,Professional,79.0,2026-03-24,Active,,2026-05-16,382,6,United States,79.0,SaaS Professional Subscription
SUB-3430,Subscriber 3430,subscriber_3430@gmail.com,Basic,29.0,2026-05-31,Active,,2026-05-29,382,0,United States,29.0,SaaS Basic Subscription
SUB-3431,Subscriber 3431,subscriber_3431@gmail.com,Basic,29.0,2026-01-30,Active,,2026-06-15,355,8,United States,29.0,SaaS Basic Subscription
SUB-3432,Subscriber 3432,subscriber_3432@gmail.com,Enterprise,249.0,2026-05-21,Active,,2026-06-11,290,11,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3433,Subscriber 3433,subscriber_3433@gmail.com,Enterprise,249.0,2025-10-25,Active,,2026-05-19,63,4,Canada,249.0,SaaS Enterprise Subscription
SUB-3434,Subscriber 3434,subscriber_3434@gmail.com,Basic,29.0,2025-10-18,Active,,2026-05-23,303,6,Australia,29.0,SaaS Basic Subscription
SUB-3435,Subscriber 3435,subscriber_3435@gmail.com,Basic,29.0,2026-05-12,Active,,2026-06-09,374,4,Australia,29.0,SaaS Basic Subscription
SUB-3436,Subscriber 3436,subscriber_3436@gmail.com,Basic,29.0,2025-09-07,Active,,2026-05-14,295,8,United States,29.0,SaaS Basic Subscription
SUB-3437,Subscriber 3437,subscriber_3437@gmail.com,Enterprise,249.0,2026-01-16,Active,,2026-06-25,123,8,United States,249.0,SaaS Enterprise Subscription
SUB-3438,Subscriber 3438,subscriber_3438@gmail.com,Basic,29.0,2026-02-01,Active,,2026-06-07,218,13,Canada,29.0,SaaS Basic Subscription
SUB-3439,Subscriber 3439,subscriber_3439@gmail.com,Professional,79.0,2026-05-01,Active,,2026-06-13,299,6,United States,79.0,SaaS Professional Subscription
SUB-3440,Subscriber 3440,subscriber_3440@gmail.com,Basic,29.0,2025-10-26,Active,,2026-06-03,308,13,Canada,29.0,SaaS Basic Subscription
SUB-3441,Subscriber 3441,subscriber_3441@gmail.com,Enterprise,249.0,2025-11-09,Active,,2026-06-06,479,8,Canada,249.0,SaaS Enterprise Subscription
SUB-3442,Subscriber 3442,subscriber_3442@gmail.com,Basic,29.0,2026-06-07,Active,,2026-06-17,24,7,Australia,29.0,SaaS Basic Subscription
SUB-3443,Subscriber 3443,subscriber_3443@gmail.com,Basic,29.0,2026-04-11,Active,,2026-05-31,385,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3444,Subscriber 3444,subscriber_3444@gmail.com,Basic,29.0,2025-12-08,Active,,2026-06-17,113,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3445,Subscriber 3445,subscriber_3445@gmail.com,Basic,29.0,2025-11-28,Churned,2026-04-26,2026-06-11,97,6,United Kingdom,29.0,SaaS Basic Subscription
SUB-3446,Subscriber 3446,subscriber_3446@gmail.com,Basic,29.0,2025-11-30,Active,,2026-05-20,204,9,Australia,29.0,SaaS Basic Subscription
SUB-3447,Subscriber 3447,subscriber_3447@gmail.com,Professional,79.0,2026-04-04,Active,,2026-06-07,237,1,Australia,79.0,SaaS Professional Subscription
SUB-3448,Subscriber 3448,subscriber_3448@gmail.com,Basic,29.0,2026-02-26,Active,,2026-06-12,198,8,Australia,29.0,SaaS Basic Subscription
SUB-3449,Subscriber 3449,subscriber_3449@gmail.com,Basic,29.0,2025-09-10,Active,,2026-06-24,105,4,Australia,29.0,SaaS Basic Subscription
SUB-3450,Subscriber 3450,subscriber_3450@gmail.com,Basic,29.0,2026-06-21,Active,,2026-05-14,430,14,United States,29.0,SaaS Basic Subscription
SUB-3451,Subscriber 3451,subscriber_3451@gmail.com,Basic,29.0,2026-06-07,Churned,2026-12-19,2026-05-21,479,11,Australia,29.0,SaaS Basic Subscription
SUB-3452,Subscriber 3452,subscriber_3452@gmail.com,Basic,29.0,2026-03-03,Active,,2026-06-15,60,1,United Kingdom,29.0,SaaS Basic Subscription
SUB-3453,Subscriber 3453,subscriber_3453@gmail.com,Professional,79.0,2026-05-06,Active,,2026-06-13,38,5,United Kingdom,79.0,SaaS Professional Subscription
SUB-3454,Subscriber 3454,subscriber_3454@gmail.com,Basic,29.0,2026-02-09,Churned,2026-07-07,2026-05-19,95,4,Canada,29.0,SaaS Basic Subscription
SUB-3455,Subscriber 3455,subscriber_3455@gmail.com,Basic,29.0,2025-12-16,Churned,2026-05-19,2026-05-30,120,6,Canada,29.0,SaaS Basic Subscription
SUB-3456,Subscriber 3456,subscriber_3456@gmail.com,Basic,29.0,2025-12-11,Churned,2026-07-13,2026-05-16,40,0,United States,29.0,SaaS Basic Subscription
SUB-3457,Subscriber 3457,subscriber_3457@gmail.com,Professional,79.0,2025-07-28,Active,,2026-05-26,108,10,United Kingdom,79.0,SaaS Professional Subscription
SUB-3458,Subscriber 3458,subscriber_3458@gmail.com,Basic,29.0,2026-05-20,Active,,2026-05-23,387,5,Australia,29.0,SaaS Basic Subscription
SUB-3459,Subscriber 3459,subscriber_3459@gmail.com,Enterprise,249.0,2026-02-26,Active,,2026-06-08,461,9,Australia,249.0,SaaS Enterprise Subscription
SUB-3460,Subscriber 3460,subscriber_3460@gmail.com,Basic,29.0,2026-01-11,Churned,2026-04-16,2026-06-08,396,12,Canada,29.0,SaaS Basic Subscription
SUB-3461,Subscriber 3461,subscriber_3461@gmail.com,Professional,79.0,2025-11-26,Active,,2026-06-11,171,14,Canada,79.0,SaaS Professional Subscription
SUB-3462,Subscriber 3462,subscriber_3462@gmail.com,Basic,29.0,2026-05-20,Active,,2026-06-05,484,7,United Kingdom,29.0,SaaS Basic Subscription
SUB-3463,Subscriber 3463,subscriber_3463@gmail.com,Basic,29.0,2025-11-23,Active,,2026-06-06,282,4,United States,29.0,SaaS Basic Subscription
SUB-3464,Subscriber 3464,subscriber_3464@gmail.com,Basic,29.0,2025-09-07,Churned,2026-02-07,2026-06-16,222,5,United States,29.0,SaaS Basic Subscription
SUB-3465,Subscriber 3465,subscriber_3465@gmail.com,Professional,79.0,2025-11-23,Active,,2026-05-25,167,3,Australia,79.0,SaaS Professional Subscription
SUB-3466,Subscriber 3466,subscriber_3466@gmail.com,Basic,29.0,2026-01-09,Active,,2026-05-17,458,0,Canada,29.0,SaaS Basic Subscription
SUB-3467,Subscriber 3467,subscriber_3467@gmail.com,Basic,29.0,2026-01-05,Churned,2026-02-06,2026-05-27,142,7,United States,29.0,SaaS Basic Subscription
SUB-3468,Subscriber 3468,subscriber_3468@gmail.com,Basic,29.0,2025-08-08,Churned,2026-02-23,2026-05-15,432,0,Australia,29.0,SaaS Basic Subscription
SUB-3469,Subscriber 3469,subscriber_3469@gmail.com,Basic,29.0,2025-11-03,Active,,2026-05-30,354,5,United States,29.0,SaaS Basic Subscription
SUB-3470,Subscriber 3470,subscriber_3470@gmail.com,Basic,29.0,2025-10-07,Active,,2026-06-08,436,7,United States,29.0,SaaS Basic Subscription
SUB-3471,Subscriber 3471,subscriber_3471@gmail.com,Professional,79.0,2025-09-14,Active,,2026-06-08,275,2,Canada,79.0,SaaS Professional Subscription
SUB-3472,Subscriber 3472,subscriber_3472@gmail.com,Professional,79.0,2026-03-22,Churned,2026-09-13,2026-06-20,33,13,United States,79.0,SaaS Professional Subscription
SUB-3473,Subscriber 3473,subscriber_3473@gmail.com,Basic,29.0,2025-09-26,Active,,2026-06-08,335,12,United States,29.0,SaaS Basic Subscription
SUB-3474,Subscriber 3474,subscriber_3474@gmail.com,Professional,79.0,2026-02-13,Active,,2026-06-11,86,8,Canada,79.0,SaaS Professional Subscription
SUB-3475,Subscriber 3475,subscriber_3475@gmail.com,Professional,79.0,2025-11-27,Active,,2026-05-29,479,8,United States,79.0,SaaS Professional Subscription
SUB-3476,Subscriber 3476,subscriber_3476@gmail.com,Professional,79.0,2026-02-08,Active,,2026-06-22,384,11,Australia,79.0,SaaS Professional Subscription
SUB-3477,Subscriber 3477,subscriber_3477@gmail.com,Basic,29.0,2026-05-05,Active,,2026-06-17,387,13,Australia,29.0,SaaS Basic Subscription
SUB-3478,Subscriber 3478,subscriber_3478@gmail.com,Professional,79.0,2025-08-31,Active,,2026-05-22,428,12,United States,79.0,SaaS Professional Subscription
SUB-3479,Subscriber 3479,subscriber_3479@gmail.com,Basic,29.0,2025-09-18,Churned,2026-05-12,2026-06-01,295,10,United Kingdom,29.0,SaaS Basic Subscription
SUB-3480,Subscriber 3480,subscriber_3480@gmail.com,Basic,29.0,2026-04-01,Active,,2026-05-28,360,14,United States,29.0,SaaS Basic Subscription
SUB-3481,Subscriber 3481,subscriber_3481@gmail.com,Basic,29.0,2026-05-21,Active,,2026-05-24,44,11,Australia,29.0,SaaS Basic Subscription
SUB-3482,Subscriber 3482,subscriber_3482@gmail.com,Basic,29.0,2025-11-30,Churned,2026-04-16,2026-05-19,387,3,United States,29.0,SaaS Basic Subscription
SUB-3483,Subscriber 3483,subscriber_3483@gmail.com,Basic,29.0,2025-07-04,Active,,2026-06-20,188,11,Canada,29.0,SaaS Basic Subscription
SUB-3484,Subscriber 3484,subscriber_3484@gmail.com,Basic,29.0,2026-03-08,Active,,2026-05-25,434,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3485,Subscriber 3485,subscriber_3485@gmail.com,Professional,79.0,2026-04-13,Active,,2026-06-11,165,14,Canada,79.0,SaaS Professional Subscription
SUB-3486,Subscriber 3486,subscriber_3486@gmail.com,Basic,29.0,2025-10-02,Active,,2026-06-03,451,5,Australia,29.0,SaaS Basic Subscription
SUB-3487,Subscriber 3487,subscriber_3487@gmail.com,Basic,29.0,2025-11-21,Active,,2026-06-15,453,10,United Kingdom,29.0,SaaS Basic Subscription
SUB-3488,Subscriber 3488,subscriber_3488@gmail.com,Basic,29.0,2025-11-08,Churned,2026-01-06,2026-05-15,353,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3489,Subscriber 3489,subscriber_3489@gmail.com,Enterprise,249.0,2025-12-14,Active,,2026-06-17,439,2,United States,249.0,SaaS Enterprise Subscription
SUB-3490,Subscriber 3490,subscriber_3490@gmail.com,Basic,29.0,2025-09-13,Active,,2026-05-16,418,11,Canada,29.0,SaaS Basic Subscription
SUB-3491,Subscriber 3491,subscriber_3491@gmail.com,Basic,29.0,2025-11-02,Active,,2026-06-20,123,11,Australia,29.0,SaaS Basic Subscription
SUB-3492,Subscriber 3492,subscriber_3492@gmail.com,Basic,29.0,2026-05-19,Active,,2026-06-03,216,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3493,Subscriber 3493,subscriber_3493@gmail.com,Professional,79.0,2026-03-10,Active,,2026-06-02,382,4,United States,79.0,SaaS Professional Subscription
SUB-3494,Subscriber 3494,subscriber_3494@gmail.com,Basic,29.0,2026-04-10,Churned,2026-09-24,2026-05-31,204,8,Australia,29.0,SaaS Basic Subscription
SUB-3495,Subscriber 3495,subscriber_3495@gmail.com,Professional,79.0,2026-03-16,Active,,2026-06-13,176,11,Canada,79.0,SaaS Professional Subscription
SUB-3496,Subscriber 3496,subscriber_3496@gmail.com,Basic,29.0,2026-03-15,Active,,2026-06-24,489,7,Australia,29.0,SaaS Basic Subscription
SUB-3497,Subscriber 3497,subscriber_3497@gmail.com,Basic,29.0,2026-01-29,Active,,2026-06-08,441,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3498,Subscriber 3498,subscriber_3498@gmail.com,Basic,29.0,2026-04-25,Active,,2026-06-04,174,0,United Kingdom,29.0,SaaS Basic Subscription
SUB-3499,Subscriber 3499,subscriber_3499@gmail.com,Professional,79.0,2026-02-20,Active,,2026-06-05,27,1,Canada,79.0,SaaS Professional Subscription
SUB-3500,Subscriber 3500,subscriber_3500@gmail.com,Professional,79.0,2026-06-20,Active,,2026-05-21,358,8,Australia,79.0,SaaS Professional Subscription
SUB-3501,Subscriber 3501,subscriber_3501@gmail.com,Professional,79.0,2026-03-05,Active,,2026-05-13,317,3,Australia,79.0,SaaS Professional Subscription
SUB-3502,Subscriber 3502,subscriber_3502@gmail.com,Professional,79.0,2026-06-16,Churned,2026-08-18,2026-05-18,312,6,Australia,79.0,SaaS Professional Subscription
SUB-3503,Subscriber 3503,subscriber_3503@gmail.com,Professional,79.0,2025-08-26,Active,,2026-05-29,180,11,Australia,79.0,SaaS Professional Subscription
SUB-3504,Subscriber 3504,subscriber_3504@gmail.com,Professional,79.0,2025-07-26,Churned,2025-09-10,2026-06-01,472,2,United States,79.0,SaaS Professional Subscription
